A1,A3,A8,A9,A10,A11,A12,A14,A15,A2_0,A2_1,A2_2,A4_l,A4_u,A4_y,A6_aa,A6_c,A6_cc,A6_d,A6_e,A6_ff,A6_i,A6_j,A6_k,A6_m,A6_q,A6_r,A6_w,A6_x,A7_bb,A7_dd,A7_ff,A7_h,A7_j,A7_n,A7_o,A7_v,A7_z,A13_g,A13_p,A13_s,target
0.66144,0.68574,-0.07877,0.95465,1.15714,2.38712,-0.9192,-0.71811,-0.16507,1.41421,-0.70941,-0.7048,-0.05392,0.56061,-0.55615,3.43188,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,-0.89832,3.82065,0.95465,1.15714,3.62184,-0.9192,-1.06682,2.6857,-0.70711,-0.70941,1.41884,-0.05392,0.56061,-0.55615,-0.29139,1.93029,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,3.27031,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,-1.20283,-0.10831,0.32249,-0.10831,-0.30008,1
-1.51186,-0.48722,-0.51536,0.95465,1.15714,0.32926,-0.9192,-0.60188,-0.19541,1.41421,-0.70941,-0.7048,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,3.27031,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,3.27031,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,-1.20283,-0.10831,-3.10087,-0.10831,3.33246,1
-1.51186,-0.35354,-0.61554,0.95465,1.15714,0.12347,-0.9192,-0.48564,-0.19426,1.41421,-0.70941,-0.7048,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,2.8011,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
-1.51186,2.96334,0.97982,0.95465,1.15714,0.94662,-0.9192,-1.06682,0.38081,-0.70711,-0.70941,1.41884,-0.05392,0.56061,-0.55615,-0.29139,1.93029,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
-1.51186,0.18218,0.10813,0.95465,1.15714,0.94662,-0.9192,-0.3171,0.43017,1.41421,-0.70941,-0.7048,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,2.8011,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,0.75208,3.07306,0.95465,1.15714,1.35819,-0.9192,-0.01489,0.12247,-0.70711,-0.70941,1.41884,-0.05392,0.56061,-0.55615,-0.29139,1.93029,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,2.0,-0.10831,-0.07636,-0.05392,-1.20283,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,0.35004,0.38175,0.95465,1.15714,-0.2881,-0.9192,-1.06682,-0.09938,-0.70711,-0.70941,1.41884,-0.05392,0.56061,-0.55615,3.43188,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,3.27031,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,-1.20283,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,0.0485,0.8303,0.95465,1.15714,0.94662,-0.9192,-1.06682,0.39329,-0.70711,-0.70941,1.41884,-0.05392,0.56061,-0.55615,-0.29139,1.93029,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
-1.51186,-0.74755,0.08271,0.95465,1.15714,0.53504,1.08791,0.67671,0.07925,-0.70711,1.40961,-0.7048,-0.05392,0.56061,-0.55615,-0.29139,1.93029,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
-1.51186,-0.02688,-0.17894,0.95465,1.15714,-0.08231,-0.9192,-1.06682,-0.19541,-0.70711,1.40961,-0.7048,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,2.8011,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,2.0,-0.10831,-0.07636,-0.05392,-1.20283,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,1.15413,0.23223,0.95465,-0.8642,-0.49389,1.08791,-1.06682,-0.19541,1.41421,-0.70941,-0.7048,-0.05392,0.56061,-0.55615,-0.29139,1.93029,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,-0.9154,0.86768,0.95465,-0.8642,-0.49389,-0.9192,1.25788,-0.19541,-0.70711,-0.70941,1.41884,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,3.27031,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,2.0,-0.10831,-0.07636,-0.05392,-1.20283,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,-0.76363,0.08271,0.95465,-0.8642,-0.49389,-0.9192,1.89717,-0.08017,-0.70711,-0.70941,1.41884,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,4.14221,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,-0.63799,0.25765,0.95465,1.15714,0.74083,-0.9192,-0.60188,-0.19541,1.41421,-0.70941,-0.7048,-0.05392,-1.78377,1.79809,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,3.1275,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,-0.14448,1.87692,0.95465,1.15714,0.94662,1.08791,0.06647,-0.19541,-0.70711,-0.70941,1.41884,-0.05392,-1.78377,1.79809,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,3.27031,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,3.27031,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,-1.20283,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,0.05654,-0.21632,0.95465,1.15714,1.1524,1.08791,-0.22993,-0.19407,-0.70711,1.40961,-0.7048,-0.05392,-1.78377,1.79809,-0.29139,1.93029,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,3.27031,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,-1.20283,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,-0.32038,0.28157,0.95465,1.15714,0.12347,1.08791,1.14165,-0.19541,-0.70711,1.40961,-0.7048,-0.05392,-1.78377,1.79809,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,4.14221,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,0.57619,3.97017,0.95465,1.15714,1.97555,-0.9192,-1.06682,-0.04367,-0.70711,-0.70941,1.41884,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,3.1275,-0.24142,-0.30578,-0.09366,-0.30008,2.0,-0.10831,-0.07636,-0.05392,-1.20283,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,-0.54653,-0.06681,0.95465,1.15714,0.12347,1.08791,1.08353,-0.08785,-0.70711,1.40961,-0.7048,-0.05392,-1.78377,1.79809,3.43188,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,1.06166,-0.65292,0.95465,1.15714,1.35819,-0.9192,-0.71811,-0.11935,1.41421,-0.70941,-0.7048,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,4.14221,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
-1.51186,-0.8561,-0.29108,0.95465,1.15714,-0.2881,-0.9192,-1.06682,-0.06519,1.41421,-0.70941,-0.7048,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,2.8011,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,2.0,-0.10831,-0.07636,-0.05392,-1.20283,-0.10831,0.32249,-0.10831,-0.30008,1
-1.51186,-0.75559,0.00795,0.95465,-0.8642,-0.49389,1.08791,-1.06682,-0.13779,-0.70711,-0.70941,1.41884,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,3.27031,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,3.27031,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,-1.20283,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,-0.4038,0.00795,0.95465,1.15714,0.74083,-0.9192,-0.13694,-0.08017,-0.70711,1.40961,-0.7048,-0.05392,0.56061,-0.55615,-0.29139,1.93029,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
-1.51186,1.10387,-0.45256,0.95465,1.15714,-0.08231,1.08791,-0.78204,-0.19541,1.41421,-0.70941,-0.7048,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,2.8011,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,-0.52944,-0.63946,0.95465,1.15714,-0.2881,-0.9192,-0.77623,0.03258,-0.70711,-0.70941,1.41884,-0.05392,-1.78377,1.79809,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,3.1275,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
-1.51186,1.45566,3.52162,0.95465,1.15714,1.1524,-0.9192,-1.06682,1.07035,-0.70711,-0.70941,1.41884,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,2.8011,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,2.0,-0.10831,-0.07636,-0.05392,-1.20283,-0.10831,0.32249,-0.10831,-0.30008,1
-1.51186,-0.95661,-0.66488,-1.0475,-0.8642,-0.49389,-0.9192,-0.13694,-0.19541,-0.70711,-0.70941,1.41884,-0.05392,0.56061,-0.55615,-0.29139,1.93029,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,-3.10087,9.23309,-0.30008,1
0.66144,0.91994,1.02916,0.95465,1.15714,0.74083,-0.9192,1.14746,-0.16314,-0.70711,1.40961,-0.7048,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,2.8011,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,2.0,-0.10831,-0.07636,-0.05392,-1.20283,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,-0.45406,0.68078,0.95465,1.15714,0.94662,-0.9192,-0.19506,0.04852,-0.70711,-0.70941,1.41884,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,3.53969,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,-0.10227,1.27885,0.95465,1.15714,2.79869,-0.9192,-0.38684,0.037,-0.70711,-0.70941,1.41884,-0.05392,0.56061,-0.55615,-0.29139,1.93029,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,3.27031,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,-1.20283,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,0.2244,2.32548,0.95465,1.15714,2.38712,1.08791,1.25207,-0.19541,-0.70711,-0.70941,1.41884,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,3.9786,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,2.0,-0.10831,-0.07636,-0.05392,-1.20283,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,0.37516,0.97982,0.95465,-0.8642,-0.49389,1.08791,-0.48564,-0.19541,-0.70711,1.40961,-0.7048,-0.05392,-1.78377,1.79809,-0.29139,-0.51806,-0.25134,4.69042,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,-3.10087,-0.10831,3.33246,1
0.66144,1.95822,4.71776,0.95465,1.15714,2.5929,1.08791,-1.06682,-0.00334,-0.70711,-0.70941,1.41884,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,3.46682,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,3.33246,-0.5,-0.10831,-0.07636,-0.05392,-1.20283,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,1.35515,0.38175,0.95465,1.15714,1.35819,-0.9192,-0.74136,-0.05289,1.41421,-0.70941,-0.7048,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,3.27031,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,-0.41184,0.90506,0.95465,1.15714,-0.2881,-0.9192,0.15946,-0.19541,-0.70711,1.40961,-0.7048,-0.05392,-1.78377,1.79809,-0.29139,-0.51806,3.9786,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,-0.25303,0.38175,0.95465,-0.8642,-0.49389,-0.9192,0.26988,-0.19541,-0.70711,-0.70941,1.41884,-0.05392,0.56061,-0.55615,3.43188,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,-3.10087,-0.10831,3.33246,1
0.66144,-0.14448,1.42837,0.95465,1.15714,1.1524,-0.9192,0.79294,-0.19541,-0.70711,-0.70941,1.41884,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,3.9786,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,2.0,-0.10831,-0.07636,-0.05392,-1.20283,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,1.35515,0.8303,0.95465,1.15714,0.53504,-0.9192,-1.06682,1.50463,-0.70711,-0.70941,1.41884,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,3.46682,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,3.33246,-0.5,-0.10831,-0.07636,-0.05392,-1.20283,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,0.97823,1.92626,0.95465,1.15714,0.53504,-0.9192,-1.06682,-0.19541,-0.70711,-0.70941,1.41884,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,5.15752,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
-1.51186,0.90285,-0.36584,0.95465,1.15714,0.32926,1.08791,-0.60188,-0.09938,1.41421,-0.70941,-0.7048,-0.05392,-1.78377,1.79809,-0.29139,1.93029,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
-1.51186,1.56422,0.01991,0.95465,1.15714,0.12347,1.08791,-0.16019,-0.19541,-0.70711,-0.70941,1.41884,-0.05392,0.56061,-0.55615,3.43188,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,1.25464,5.31583,0.95465,1.15714,0.94662,1.08791,-0.93896,-0.19541,-0.70711,-0.70941,1.41884,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,5.15752,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,-1.20283,9.23309,0.32249,-0.10831,-0.30008,1
-1.51186,0.85259,-0.2537,0.95465,-0.8642,-0.49389,1.08791,-1.06682,-0.19541,1.41421,-0.70941,-0.7048,-0.05392,0.56061,-0.55615,3.43188,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
-1.51186,0.96115,-0.63946,0.95465,-0.8642,-0.49389,-0.9192,-0.48564,-0.19541,1.41421,-0.70941,-0.7048,-0.05392,0.56061,-0.55615,3.43188,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
-1.51186,0.14901,-0.6275,0.95465,-0.8642,-0.49389,1.08791,0.25826,-0.19541,-0.70711,-0.70941,1.41884,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,2.8011,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,-0.15252,-0.59012,0.95465,-0.8642,-0.49389,1.08791,-0.13694,-0.19541,1.41421,-0.70941,-0.7048,-0.05392,0.56061,-0.55615,-0.29139,1.93029,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,3.27031,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,-1.20283,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,0.14901,-0.51536,0.95465,-0.8642,-0.49389,-0.9192,-0.60188,-0.19541,1.41421,-0.70941,-0.7048,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,3.53969,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
-1.51186,0.74404,0.07075,-1.0475,-0.8642,-0.49389,-0.9192,-0.11369,-0.19541,1.41421,-0.70941,-0.7048,-0.05392,-1.78377,1.79809,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,4.14221,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,-0.88123,-0.06681,0.95465,1.15714,-0.08231,1.08791,-0.60188,-0.19541,1.41421,-0.70941,-0.7048,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,2.8011,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,1.25464,-0.46602,0.95465,-0.8642,-0.49389,-0.9192,-0.48564,-0.19541,1.41421,-0.70941,-0.7048,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,3.9786,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,-0.25303,-0.47798,0.95465,1.15714,0.94662,-0.9192,-1.06682,1.16044,-0.70711,1.40961,-0.7048,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,3.9786,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
-1.51186,-0.35354,3.48424,0.95465,1.15714,-0.08231,1.08791,1.94948,0.13188,-0.70711,-0.70941,1.41884,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,4.14221,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,-0.60482,0.68078,0.95465,1.15714,0.32926,1.08791,0.40355,-0.03081,-0.70711,1.40961,-0.7048,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,4.14221,-0.30578,-0.09366,-0.30008,2.0,-0.10831,-0.07636,-0.05392,-1.20283,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,1.80745,1.05458,0.95465,-0.8642,-0.49389,1.08791,1.7635,-0.09938,-0.70711,1.40961,-0.7048,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,3.1275,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
-1.51186,3.26487,2.32548,0.95465,1.15714,2.18133,-0.9192,-1.06682,1.09148,-0.70711,-0.70941,1.41884,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,3.27031,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,3.27031,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,-1.20283,-0.10831,0.32249,-0.10831,-0.30008,1
-1.51186,-0.58774,-0.04139,0.95465,1.15714,0.53504,-0.9192,0.21177,0.28535,1.41421,-0.70941,-0.7048,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,-0.30578,-0.12127,-0.28251,-0.24142,2.8011,-0.06608,-0.31974,-0.24142,-0.30578,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,0.83137,-0.10831,0.32249,-0.10831,-0.30008,1
0.66144,-0.90636,-0.66488,0.95465,-0.8642,-0.49389,1.08791,-1.06682,-0.19541,-0.70711,1.40961,-0.7048,-0.05392,0.56061,-0.55615,-0.29139,-0.51806,-0.25134,-0.2132,-0.19389,-0.28845,3.27031,-0.12127,-0.28251,-0.24142,-0.357,-0.06608,-0.31974,-0.24142,3.27031,-0.09366,-0.30008,-0.5,-0.10831,-0.07636,-0.05392,-1.20283,-0.10831,0.32249,-0.10831,-0.30008,1
